battle,link,date,coordinates
Siege of Collioure (1794),https://en.wikipedia.org/wiki/Siege_of_Collioure_(1794),1794 AD,42.52667°N 3.08139°E
Battle of Courtrai (1794),https://en.wikipedia.org/wiki/Battle_of_Courtrai_(1794),1794 AD,50.833°N 3.267°E
Battle of Grand-Reng,https://en.wikipedia.org/wiki/Battle_of_Grand-Reng,1794 AD,50.333°N 4.067°E
Battle of Tourcoing,https://en.wikipedia.org/wiki/Battle_of_Tourcoing,1794 AD,50.7323500°N 3.1548000°E
Battle of Tournay (1794),https://en.wikipedia.org/wiki/Battle_of_Tournay_(1794),1794 AD,50.644019°N 3.344689°E
Battle of Kaiserslautern (1794),https://en.wikipedia.org/wiki/Battle_of_Kaiserslautern_(1794),1794 AD,49.44472°N 7.76889°E
Battle of Erquelinnes,https://en.wikipedia.org/wiki/Battle_of_Erquelinnes,1794 AD,50.300°N 4.117°E
Glorious First of June,https://en.wikipedia.org/wiki/Glorious_First_of_June,1794 AD,47.400°N 17.450°W
Siege of Ypres (1794),https://en.wikipedia.org/wiki/Siege_of_Ypres_(1794),1794 AD,50.850°N 2.883°E
Battle of Gosselies,https://en.wikipedia.org/wiki/Battle_of_Gosselies,1794 AD,50.400°N 4.433°E
Battle of Szczekociny,https://en.wikipedia.org/wiki/Battle_of_Szczekociny,1794 AD,50.6275°N 19.8253°E
Battle of Chełm,https://en.wikipedia.org/wiki/Battle_of_Che%C5%82m,1794 AD,51.133°N 23.650°E
Battle of Lambusart,https://en.wikipedia.org/wiki/Battle_of_Lambusart,1794 AD,50.45472°N 4.55333°E
Battle of Mykonos,https://en.wikipedia.org/wiki/Battle_of_Mykonos,1794 AD,37.450°N 25.317°E
Siege of Calvi,https://en.wikipedia.org/wiki/Siege_of_Calvi,1794 AD,42.56028°N 8.75139°E
Battle of Fleurus (1794),https://en.wikipedia.org/wiki/Battle_of_Fleurus_(1794),1794 AD,50.483°N 4.533°E
Battle of Rajgród,https://en.wikipedia.org/wiki/Battle_of_Rajgr%C3%B3d_(1794),1794 AD,54.417°N 25.950°E
Battle of Trippstadt,https://en.wikipedia.org/wiki/Battle_of_Trippstadt,1794 AD,49.35917°N 7.77444°E
Battle of the Baztan Valley,https://en.wikipedia.org/wiki/Battle_of_the_Baztan_Valley,1794 AD,43.05639°N 1.49444°W
Battle of Sant Llorenç de la Muga,https://en.wikipedia.org/wiki/Battle_of_Sant_Lloren%C3%A7_de_la_Muga,1794 AD,42.3158°N 2.9303°E
Battle of Fallen Timbers,https://en.wikipedia.org/wiki/Battle_of_Fallen_Timbers,1794 AD,41.54417°N 83.69750°W
First Battle of Dego,https://en.wikipedia.org/wiki/First_Battle_of_Dego,1794 AD,44.4500°N 8.3167°E
Battle of Sprimont,https://en.wikipedia.org/wiki/Battle_of_Sprimont,1794 AD,50.49111°N 5.70500°E
Battle of Aldenhoven (1794),https://en.wikipedia.org/wiki/Battle_of_Aldenhoven_(1794),1794 AD,50.89583°N 6.28306°E
Battle of Maciejowice,https://en.wikipedia.org/wiki/Battle_of_Maciejowice,1794 AD,51.70624°N 21.60479°E
Battle of Orbaizeta,https://en.wikipedia.org/wiki/Battle_of_Orbaizeta,1794 AD,42.9744°N 1.2294°W
Action of 6 November 1794,https://en.wikipedia.org/wiki/Action_of_6_November_1794,1794 AD,48.41667°N 7.88333°W
Battle of the Black Mountain,https://en.wikipedia.org/wiki/Battle_of_the_Black_Mountain,1794 AD,42.3158°N 2.9303°E
Battle of San Lorenzo de la Muga,https://en.wikipedia.org/wiki/Battle_of_San_Lorenzo_de_la_Muga,1794 AD,42.3158°N 2.9303°E
Siege of Luxembourg (1794–1795),https://en.wikipedia.org/wiki/Siege_of_Luxembourg_(1794%E2%80%931795),1794 AD,49.611°N 6.133°E
Siege of Roses (1794–1795),https://en.wikipedia.org/wiki/Siege_of_Roses_(1794%E2%80%931795),1794 AD,42.267°N 3.183°E
Capture of the Dutch fleet at Den Helder,https://en.wikipedia.org/wiki/Capture_of_the_Dutch_fleet_at_Den_Helder,1795 AD,52.9583°N 4.7589°E
Battle of the Gulf of Roses,https://en.wikipedia.org/wiki/Battle_of_the_Gulf_of_Roses,1795 AD,42.18778°N 3.18833°E
Battle of Kharda,https://en.wikipedia.org/wiki/Battle_of_Kharda,1795 AD,25.432036°N 73.458248°E
Battle of Genoa (1795),https://en.wikipedia.org/wiki/Battle_of_Genoa_(1795),1795 AD,44.033°N 8.467°E
Action of 10 April 1795,https://en.wikipedia.org/wiki/Action_of_10_April_1795,1795 AD,49.500°N 10.767°W
Battle of Nuʻuanu,https://en.wikipedia.org/wiki/Battle_of_Nu%CA%BBuanu,1795 AD,21.2330°N 157.7877°W
Battle of Richmond Hill,https://en.wikipedia.org/wiki/Battle_of_Richmond_Hill,1795 AD,33.59833°S 150.70111°E
Battle of Bascara (1795),https://en.wikipedia.org/wiki/Battle_of_Bascara_(1795),1795 AD,42.162°N 2.911°E
Battle of Groix,https://en.wikipedia.org/wiki/Battle_of_Groix,1795 AD,47.583°N 3.333°W
Action of 24 June 1795,https://en.wikipedia.org/wiki/Action_of_24_June_1795,1795 AD,41.133°N 5.500°E
Battle of the Hyères Islands,https://en.wikipedia.org/wiki/Battle_of_the_Hy%C3%A8res_Islands,1795 AD,43.283°N 6.800°E
Action of 22 August 1795,https://en.wikipedia.org/wiki/Action_of_22_August_1795,1795 AD,58.44306°N 5.81667°E
Battle of Krtsanisi,https://en.wikipedia.org/wiki/Battle_of_Krtsanisi,1795 AD,41.60972°N 44.90278°E
Battle of the Diamond,https://en.wikipedia.org/wiki/Battle_of_the_Diamond,1795 AD,54.411°N 6.600°W
Battle of Handschuhsheim,https://en.wikipedia.org/wiki/Battle_of_Handschuhsheim,1795 AD,49.42889°N 8.68694°E
Battle of Höchst (1795),https://en.wikipedia.org/wiki/Battle_of_H%C3%B6chst_(1795),1795 AD,50.09889°N 8.54667°E
Action at Mannheim (1795),https://en.wikipedia.org/wiki/Action_at_Mannheim_(1795),1795 AD,49.48889°N 8.46917°E
Battle of Mainz,https://en.wikipedia.org/wiki/Battle_of_Mainz,1795 AD,50.0000°N 8.2711°E
Battle of Pfeddersheim (1795),https://en.wikipedia.org/wiki/Battle_of_Pfeddersheim_(1795),1795 AD,49.650°N 8.283°E
Battle of Loano,https://en.wikipedia.org/wiki/Battle_of_Loano,1795 AD,44.1167°N 8.2500°E
Second Battle of Dego,https://en.wikipedia.org/wiki/Second_Battle_of_Dego,1796 AD,44.4500°N 8.3167°E
Battle of Voltri,https://en.wikipedia.org/wiki/Battle_of_Voltri,1796 AD,44.42778°N 8.75278°E
Battle of Montenotte,https://en.wikipedia.org/wiki/Battle_of_Montenotte,1796 AD,44.4000°N 8.2667°E
Battle of Millesimo,https://en.wikipedia.org/wiki/Battle_of_Millesimo,1796 AD,44.367°N 8.200°E
Battle of Ceva,https://en.wikipedia.org/wiki/Battle_of_Ceva,1796 AD,44.383°N 8.033°E
Battle of Mondovì,https://en.wikipedia.org/wiki/Battle_of_Mondov%C3%AC,1796 AD,44.3833°N 7.8167°E
Battle of Fombio,https://en.wikipedia.org/wiki/Battle_of_Fombio,1796 AD,45.1500°N 9.7000°E
Battle of Lodi,https://en.wikipedia.org/wiki/Battle_of_Lodi,1796 AD,45.3167°N 9.5000°E
Battle of Borghetto,https://en.wikipedia.org/wiki/Battle_of_Borghetto,1796 AD,45.3500°N 10.7333°E
Battle of Altenkirchen,https://en.wikipedia.org/wiki/Battle_of_Altenkirchen,1796 AD,50.68722°N 7.64556°E
Atlantic raid of June 1796,https://en.wikipedia.org/wiki/Atlantic_raid_of_June_1796,1796 AD,48.500°N 8.467°W
Battle of Wetzlar (1796),https://en.wikipedia.org/wiki/Battle_of_Wetzlar_(1796),1796 AD,50.567°N 8.500°E
Battle of Maudach,https://en.wikipedia.org/wiki/Battle_of_Maudach,1796 AD,49.45417°N 8.37944°E
Battle of Kircheib,https://en.wikipedia.org/wiki/Battle_of_Kircheib,1796 AD,50.70516944°N 7.42855277°E
Battle of Kehl (1796),https://en.wikipedia.org/wiki/Battle_of_Kehl_(1796),1796 AD,48.567°N 7.817°E
Battle of Rastatt (1796),https://en.wikipedia.org/wiki/Battle_of_Rastatt_(1796),1796 AD,48.850°N 8.200°E
Battle of Ettlingen,https://en.wikipedia.org/wiki/Battle_of_Ettlingen,1796 AD,48.94333°N 8.40917°E
Battle of Lonato,https://en.wikipedia.org/wiki/Battle_of_Lonato,1796 AD,45.46111°N 10.48444°E
Battle of Castiglione,https://en.wikipedia.org/wiki/Battle_of_Castiglione,1796 AD,45.383°N 10.483°E
Battle of Neresheim,https://en.wikipedia.org/wiki/Battle_of_Neresheim,1796 AD,48.75417°N 10.33444°E
Battle of Theiningen,https://en.wikipedia.org/wiki/Battle_of_Theiningen,1796 AD,49.217°N 11.517°E
Battle of Amberg,https://en.wikipedia.org/wiki/Battle_of_Amberg,1796 AD,49.4712°N 11.8291°E
Battle of Friedberg (Bavaria),https://en.wikipedia.org/wiki/Battle_of_Friedberg_(Bavaria),1796 AD,48.3549°N 10.9797°E
Battle of Würzburg,https://en.wikipedia.org/wiki/Battle_of_W%C3%BCrzburg,1796 AD,49.79333°N 9.92944°E
Battle of Rovereto,https://en.wikipedia.org/wiki/Battle_of_Rovereto,1796 AD,45.8833°N 11.0500°E
Battle of Bassano,https://en.wikipedia.org/wiki/Battle_of_Bassano,1796 AD,45.7667°N 11.7333°E
Action of 9 September 1796,https://en.wikipedia.org/wiki/Action_of_9_September_1796,1796 AD,5.633°N 95.783°E
Battle of Limburg (1796),https://en.wikipedia.org/wiki/Battle_of_Limburg_(1796),1796 AD,50.383°N 8.067°E
Second Battle of Kehl (1796),https://en.wikipedia.org/wiki/Second_Battle_of_Kehl_(1796),1796 AD,48.567°N 7.817°E
Battle of Biberach (1796),https://en.wikipedia.org/wiki/Battle_of_Biberach_(1796),1796 AD,48.00167°N 9.01333°E
Battle of Schliengen,https://en.wikipedia.org/wiki/Battle_of_Schliengen,1796 AD,47.75556°N 7.57722°E
Battle of Lopate,https://en.wikipedia.org/wiki/Battle_of_Lopate,1796 AD,42.150282°N 21.664582°E
Second Battle of Bassano,https://en.wikipedia.org/wiki/Second_Battle_of_Bassano,1796 AD,45.767°N 11.733°E
Battle of Calliano,https://en.wikipedia.org/wiki/Battle_of_Calliano,1796 AD,45.933°N 11.083°E
Battle of Caldiero (1796),https://en.wikipedia.org/wiki/Battle_of_Caldiero_(1796),1796 AD,45.417°N 11.183°E
Battle of the Bridge of Arcole,https://en.wikipedia.org/wiki/Battle_of_the_Bridge_of_Arcole,1796 AD,45.35722°N 11.27750°E
French expedition to Ireland (1796),https://en.wikipedia.org/wiki/French_expedition_to_Ireland_(1796),1796 AD,51.68083°N 9.44861°W
Action of 13 January 1797,https://en.wikipedia.org/wiki/Action_of_13_January_1797,1797 AD,47.94139°N 4.45444°W
Battle of Rivoli,https://en.wikipedia.org/wiki/Battle_of_Rivoli,1797 AD,45.5667°N 10.8167°E
Battle of Faenza,https://en.wikipedia.org/wiki/Battle_of_Faenza,1797 AD,44.317°N 11.800°E
Battle of Cape St Vincent (1797),https://en.wikipedia.org/wiki/Battle_of_Cape_St_Vincent_(1797),1797 AD,37.02500°N 8.99444°W
Battle of Fishguard,https://en.wikipedia.org/wiki/Battle_of_Fishguard,1797 AD,51.9982°N 4.98041°W
Battle of Tagliamento,https://en.wikipedia.org/wiki/Battle_of_Tagliamento,1797 AD,46.0000°N 12.8667°E
Battle of Valvasone (1797),https://en.wikipedia.org/wiki/Battle_of_Valvasone_(1797),1797 AD,46.0000°N 12.8667°E
Battle of Tarvis (1797),https://en.wikipedia.org/wiki/Battle_of_Tarvis_(1797),1797 AD,46.50500°N 13.57833°E
Battle of Jean-Rabel,https://en.wikipedia.org/wiki/Battle_of_Jean-Rabel,1797 AD,19.91833°N 73.20000°W
Battle of Neuwied (1797),https://en.wikipedia.org/wiki/Battle_of_Neuwied_(1797),1797 AD,50.45333°N 7.45417°E
Battle of Diersheim (1797),https://en.wikipedia.org/wiki/Battle_of_Diersheim_(1797),1797 AD,48.650°N 7.883°E
Action of 16 May 1797,https://en.wikipedia.org/wiki/Action_of_16_May_1797,1797 AD,32.90222°N 13.18583°E
Assault on Cádiz,https://en.wikipedia.org/wiki/Assault_on_C%C3%A1diz,1797 AD,28.467°N 16.250°W
Battle of Santa Cruz de Tenerife (1797),https://en.wikipedia.org/wiki/Battle_of_Santa_Cruz_de_Tenerife_(1797),1797 AD,28.467°N 16.250°W
Battle of Camperdown,https://en.wikipedia.org/wiki/Battle_of_Camperdown,1797 AD,52.750°N 4.200°E
Raid on Manila,https://en.wikipedia.org/wiki/Raid_on_Manila,1798 AD,14.517°N 120.933°E
Raid on Zamboanga (1798),https://en.wikipedia.org/wiki/Raid_on_Zamboanga_(1798),1798 AD,14.517°N 120.933°E
Battle of Grauholz,https://en.wikipedia.org/wiki/Battle_of_Grauholz,1798 AD,47.017°N 7.500°E
Battle of the Raz de Sein,https://en.wikipedia.org/wiki/Battle_of_the_Raz_de_Sein,1798 AD,48.03389°N 4.77361°W
Battle of the Îles Saint-Marcouf,https://en.wikipedia.org/wiki/Battle_of_the_%C3%8Eles_Saint-Marcouf,1798 AD,49.49306°N 1.16250°W
Battle of Prosperous,https://en.wikipedia.org/wiki/Battle_of_Prosperous,1798 AD,53.2878°N 6.7558°W
Battle of Carlow,https://en.wikipedia.org/wiki/Battle_of_Carlow,1798 AD,52.836°N 6.928°W
Battle of Tara Hill,https://en.wikipedia.org/wiki/Battle_of_Tara_Hill,1798 AD,53.5775°N 6.6119°W
Battle of Enniscorthy,https://en.wikipedia.org/wiki/Battle_of_Enniscorthy,1798 AD,52.5019°N 6.5658°W
Gibbet Rath massacre,https://en.wikipedia.org/wiki/Gibbet_Rath_massacre,1798 AD,53.152197°N 6.859748°W
Battle of Three Rocks,https://en.wikipedia.org/wiki/Battle_of_Three_Rocks,1798 AD,52.3316417°N 6.5444028°W
Action of 30 May 1798,https://en.wikipedia.org/wiki/Action_of_30_May_1798,1798 AD,49.31944°N 0.11389°W
Battle of Tuberneering,https://en.wikipedia.org/wiki/Battle_of_Tuberneering,1798 AD,52.633°N 6.350°W
Battle of New Ross (1798),https://en.wikipedia.org/wiki/Battle_of_New_Ross_(1798),1798 AD,52.3956°N 6.9450°W
Battle of Antrim,https://en.wikipedia.org/wiki/Battle_of_Antrim,1798 AD,54.722°N 6.231°W
Battle of Arklow,https://en.wikipedia.org/wiki/Battle_of_Arklow,1798 AD,52.7941°N 6.1649°W
French invasion of Malta,https://en.wikipedia.org/wiki/French_invasion_of_Malta,1798 AD,35.883°N 14.450°E
Battle of Vinegar Hill,https://en.wikipedia.org/wiki/Battle_of_Vinegar_Hill,1798 AD,52.50139°N 6.56972°W
Capture of La Croyable,https://en.wikipedia.org/wiki/Capture_of_La_Croyable,1798 AD,39.305°N 74.647°W
Battle of Shubra Khit,https://en.wikipedia.org/wiki/Battle_of_Shubra_Khit,1798 AD,31.02750°N 30.71278°E
Battle of the Pyramids,https://en.wikipedia.org/wiki/Battle_of_the_Pyramids,1798 AD,30.083°N 31.200°E
Battle of the Nile,https://en.wikipedia.org/wiki/Battle_of_the_Nile,1798 AD,31.333°N 30.117°E
Battle of Castlebar,https://en.wikipedia.org/wiki/Battle_of_Castlebar,1798 AD,53.8608°N 9.2989°W
Battle of St. George's Caye,https://en.wikipedia.org/wiki/Battle_of_St._George%27s_Caye,1798 AD,17.5531°N 88.0739°W
Battle of Ballinamuck,https://en.wikipedia.org/wiki/Battle_of_Ballinamuck,1798 AD,53.8667°N 7.7167°W
Battle of Killala,https://en.wikipedia.org/wiki/Battle_of_Killala,1798 AD,54.2125°N 9.2219°W
Battle of Tory Island,https://en.wikipedia.org/wiki/Battle_of_Tory_Island,1798 AD,55.3°N 8.5°W
Battle of Nicopolis (1798),https://en.wikipedia.org/wiki/Battle_of_Nicopolis_(1798),1798 AD,38.950°N 20.733°E
Revolt of Cairo,https://en.wikipedia.org/wiki/Revolt_of_Cairo,1798 AD,30.0446°N 31.2456°E
Siege of Corfu (1798–1799),https://en.wikipedia.org/wiki/Siege_of_Corfu_(1798%E2%80%931799),1798 AD,39.62389°N 19.92139°E
Capture of Minorca (1798),https://en.wikipedia.org/wiki/Capture_of_Minorca_(1798),1798 AD,39.9500°N 4.0500°E
Macau Incident (1799),https://en.wikipedia.org/wiki/Macau_Incident_(1799),1799 AD,22.167°N 113.550°E
Action of 9 February 1799 (South Africa),https://en.wikipedia.org/wiki/Action_of_9_February_1799_(South_Africa),1799 AD,32.333°S 33.333°E
Siege of El Arish,https://en.wikipedia.org/wiki/Siege_of_El_Arish,1799 AD,31.1321°N 33.8034°E
Siege of Jaffa,https://en.wikipedia.org/wiki/Siege_of_Jaffa,1799 AD,32.0453°N 34.7697°E
Siege of Acre (1799),https://en.wikipedia.org/wiki/Siege_of_Acre_(1799),1799 AD,32.922°N 35.070°E
Battle of Ostrach,https://en.wikipedia.org/wiki/Battle_of_Ostrach,1799 AD,47.950°N 9.383°E
Battle of Feldkirch,https://en.wikipedia.org/wiki/Battle_of_Feldkirch,1799 AD,47.23806°N 9.59833°E
Battle of Stockach (1799),https://en.wikipedia.org/wiki/Battle_of_Stockach_(1799),1799 AD,47.850°N 9.000°E
Battle of Verona (1799),https://en.wikipedia.org/wiki/Battle_of_Verona_(1799),1799 AD,45.43861°N 10.99278°E
Battle of Mallavelly,https://en.wikipedia.org/wiki/Battle_of_Mallavelly,1799 AD,12.347139°N 77.064333°E
Battle of Magnano,https://en.wikipedia.org/wiki/Battle_of_Magnano,1799 AD,45.3642°N 10.9921°E
Battle of Mount Tabor (1799),https://en.wikipedia.org/wiki/Battle_of_Mount_Tabor_(1799),1799 AD,32.6124472°N 35.3266250°E
Battle of Cassano (1799),https://en.wikipedia.org/wiki/Battle_of_Cassano_(1799),1799 AD,45.5333°N 9.5167°E
Battle of Bassignana (1799),https://en.wikipedia.org/wiki/Battle_of_Bassignana_(1799),1799 AD,45.00222°N 8.73194°E
First Battle of Marengo (1799),https://en.wikipedia.org/wiki/First_Battle_of_Marengo_(1799),1799 AD,44.883°N 8.683°E
Battle of Frauenfeld,https://en.wikipedia.org/wiki/Battle_of_Frauenfeld,1799 AD,47.550°N 8.900°E
Battle of Winterthur,https://en.wikipedia.org/wiki/Battle_of_Winterthur,1799 AD,47.500°N 8.750°E
First Battle of Zürich,https://en.wikipedia.org/wiki/First_Battle_of_Z%C3%BCrich,1799 AD,47.36667°N 8.55000°E
Battle of Modena (1799),https://en.wikipedia.org/wiki/Battle_of_Modena_(1799),1799 AD,44.650°N 10.933°E
Battle of Trebia (1799),https://en.wikipedia.org/wiki/Battle_of_Trebia_(1799),1799 AD,45.05000°N 9.60000°E
Second Battle of Marengo (1799),https://en.wikipedia.org/wiki/Second_Battle_of_Marengo_(1799),1799 AD,44.883°N 8.683°E
Battle of Abukir (1799),https://en.wikipedia.org/wiki/Battle_of_Abukir_(1799),1799 AD,31.317°N 30.067°E
Battle of Oberwald,https://en.wikipedia.org/wiki/Battle_of_Oberwald,1799 AD,46.53333°N 8.35000°E
Battle of Schwyz,https://en.wikipedia.org/wiki/Battle_of_Schwyz,1799 AD,47.01667°N 8.65000°E
Battle of Amsteg,https://en.wikipedia.org/wiki/Battle_of_Amsteg,1799 AD,46.783°N 8.667°E
Battle of Novi (1799),https://en.wikipedia.org/wiki/Battle_of_Novi_(1799),1799 AD,44.76167°N 8.79056°E
Action of 16 October 1799,https://en.wikipedia.org/wiki/Action_of_16_October_1799,1799 AD,41.017°N 12.583°W
Battle of Callantsoog,https://en.wikipedia.org/wiki/Battle_of_Callantsoog,1799 AD,52.849°N 4.697°E
Vlieter incident,https://en.wikipedia.org/wiki/Vlieter_incident,1799 AD,52.9000°N 4.9700°E
Battle of Krabbendam,https://en.wikipedia.org/wiki/Battle_of_Krabbendam,1799 AD,52.8167°N 4.7700°E
Battle of Mannheim (1799),https://en.wikipedia.org/wiki/Battle_of_Mannheim_(1799),1799 AD,49.48889°N 8.46917°E
Battle of Bergen (1799),https://en.wikipedia.org/wiki/Battle_of_Bergen_(1799),1799 AD,52.6700°N 4.7000°E
Battle of Gotthard Pass,https://en.wikipedia.org/wiki/Battle_of_Gotthard_Pass,1799 AD,46.556250°N 8.56778°E
Battle of Linth River,https://en.wikipedia.org/wiki/Battle_of_Linth_River,1799 AD,47.150°N 9.017°E
Second Battle of Zurich,https://en.wikipedia.org/wiki/Second_Battle_of_Zurich,1799 AD,47.36667°N 8.55000°E
Battle of Castricum,https://en.wikipedia.org/wiki/Battle_of_Castricum,1799 AD,52.5500°N 4.6667°E
Second Battle of Novi (1799),https://en.wikipedia.org/wiki/Second_Battle_of_Novi_(1799),1799 AD,44.76167°N 8.79056°E
Battle of Genola,https://en.wikipedia.org/wiki/Battle_of_Genola,1799 AD,44.583°N 7.667°E
Battle of Wiesloch (1799),https://en.wikipedia.org/wiki/Battle_of_Wiesloch_(1799),1799 AD,49.2935°N 8.6721°E
Battle of Port Louis,https://en.wikipedia.org/wiki/Battle_of_Port_Louis,1799 AD,34.683°S 27.900°E
Action of 1 January 1800,https://en.wikipedia.org/wiki/Action_of_1_January_1800,1800 AD,19°N 73.5°W
Battle of the Malta Convoy,https://en.wikipedia.org/wiki/Battle_of_the_Malta_Convoy,1800 AD,35.89778°N 14.51417°E
Battle of Heliopolis (1800),https://en.wikipedia.org/wiki/Battle_of_Heliopolis_(1800),1800 AD,30.167°N 31.333°E
Action of 31 March 1800,https://en.wikipedia.org/wiki/Action_of_31_March_1800,1800 AD,36.3660339°N 14.0182518°E
Battle of Engen,https://en.wikipedia.org/wiki/Battle_of_Engen,1800 AD,47.85278°N 8.77139°E
Battle of Stockach (1800),https://en.wikipedia.org/wiki/Battle_of_Stockach_(1800),1800 AD,47.85278°N 8.77139°E
Battle of Biberach (1800),https://en.wikipedia.org/wiki/Battle_of_Biberach_(1800),1800 AD,48.00167°N 9.01333°E
Battle of Möerskirch,https://en.wikipedia.org/wiki/Battle_of_M%C3%B6erskirch,1800 AD,47.99278°N 9.11250°E
Combat of Turbigo,https://en.wikipedia.org/wiki/Combat_of_Turbigo,1800 AD,45.52814805°N 8.73300433°E
Battle of Montebello (1800),https://en.wikipedia.org/wiki/Battle_of_Montebello_(1800),1800 AD,45.0000°N 9.1000°E
Battle of Marengo,https://en.wikipedia.org/wiki/Battle_of_Marengo,1800 AD,44.88556°N 8.67750°E
Battle of Höchstädt (1800),https://en.wikipedia.org/wiki/Battle_of_H%C3%B6chst%C3%A4dt_(1800),1800 AD,48.60000°N 10.55000°E
Battle of Neuburg (1800),https://en.wikipedia.org/wiki/Battle_of_Neuburg_(1800),1800 AD,48.71667°N 11.08333°E
Raid on Dunkirk (1800),https://en.wikipedia.org/wiki/Raid_on_Dunkirk_(1800),1800 AD,51.05694°N 2.35250°E
Invasion of Curaçao (1800),https://en.wikipedia.org/wiki/Invasion_of_Cura%C3%A7ao_(1800),1800 AD,12.183°N 69.000°W
Battle of Ampfing (1800),https://en.wikipedia.org/wiki/Battle_of_Ampfing_(1800),1800 AD,48.267°N 12.417°E
Battle of Hohenlinden,https://en.wikipedia.org/wiki/Battle_of_Hohenlinden,1800 AD,48.15972°N 11.99806°E
Battle of Pozzolo,https://en.wikipedia.org/wiki/Battle_of_Pozzolo,1800 AD,45.3833°N 10.7000°E
Battle of Abukir (1801),https://en.wikipedia.org/wiki/Battle_of_Abukir_(1801),1801,31.31056°N 30.06833°E
Battle of Copenhagen (1801),https://en.wikipedia.org/wiki/Battle_of_Copenhagen_(1801),1801,55.70278°N 12.61333°E
First Battle of Algeciras,https://en.wikipedia.org/wiki/First_Battle_of_Algeciras,1801,36.13333°N 5.42917°W
Second Battle of Algeciras,https://en.wikipedia.org/wiki/Second_Battle_of_Algeciras,1801,36.1333°N 5.4292°W
Action of 1 August 1801,https://en.wikipedia.org/wiki/Action_of_1_August_1801,1801,32.876174°N 13.187507°E
Battle of Ravine-à-Couleuvres,https://en.wikipedia.org/wiki/Battle_of_Ravine-%C3%A0-Couleuvres,1802,19.316°N 72.584°W
Battle of Crête-à-Pierrot,https://en.wikipedia.org/wiki/Battle_of_Cr%C3%AAte-%C3%A0-Pierrot,1802,19.1167°N 72.4500°W
First Battle of Tripoli Harbor,https://en.wikipedia.org/wiki/First_Battle_of_Tripoli_Harbor,1802,32.90472°N 13.19333°E
Battle of Poona,https://en.wikipedia.org/wiki/Battle_of_Poona,1802,18.5317000°N 73.8568500°E
Action of 22 June 1803,https://en.wikipedia.org/wiki/Action_of_22_June_1803,1803,32.90222°N 13.18583°E
Battle of Assaye,https://en.wikipedia.org/wiki/Battle_of_Assaye,1803,20.236°N 75.887°E
Battle of Laswari,https://en.wikipedia.org/wiki/Battle_of_Laswari,1803,27.5500°N 76.9333°E
Battle of Vertières,https://en.wikipedia.org/wiki/Battle_of_Verti%C3%A8res,1803,19.7333°N 72.2244°W
Castle Hill convict rebellion,https://en.wikipedia.org/wiki/Castle_Hill_convict_rebellion,1804,33.7293°S 151.0040°E
Second Battle of Tripoli Harbor,https://en.wikipedia.org/wiki/Second_Battle_of_Tripoli_Harbor,1804,32.90222°N 13.18583°E
Battle of Sitka,https://en.wikipedia.org/wiki/Battle_of_Sitka,1804,57.05333°N 135.33472°W
Raid on Boulogne,https://en.wikipedia.org/wiki/Raid_on_Boulogne,1804,50.72528°N 1.61333°E
Battle of Vizagapatam,https://en.wikipedia.org/wiki/Battle_of_Vizagapatam,1804,17.683°N 83.317°E
Siege of Bharatpur (1805),https://en.wikipedia.org/wiki/Siege_of_Bharatpur_(1805),1805,27.2199°N 77.4954°E
Battle of Cape Finisterre (1805),https://en.wikipedia.org/wiki/Battle_of_Cape_Finisterre_(1805),1805,42.8941°N 9.2711°W
Battle of Ivankovac,https://en.wikipedia.org/wiki/Battle_of_Ivankovac,1805,43.97361°N 21.43472°E
Battle of Wertingen,https://en.wikipedia.org/wiki/Battle_of_Wertingen,1805,48.5556°N 10.6792°E
Battle of Günzburg,https://en.wikipedia.org/wiki/Battle_of_G%C3%BCnzburg,1805,48.45267°N 10.27133°E
Battle of Haslach-Jungingen,https://en.wikipedia.org/wiki/Battle_of_Haslach-Jungingen,1805,48.4°N 9.98°E
Battle of Elchingen,https://en.wikipedia.org/wiki/Battle_of_Elchingen,1805,48.4517°N 10.0978°E
Battle of Ulm,https://en.wikipedia.org/wiki/Battle_of_Ulm,1805,48.3833°N 9.9833°E
Battle of Schöngrabern,https://en.wikipedia.org/wiki/Battle_of_Sch%C3%B6ngrabern,1805,48.6142°N 16.0197°E
Battle of Verona (1805),https://en.wikipedia.org/wiki/Battle_of_Verona_(1805),1805,45.43333°N 10.98333°E
Battle of Trafalgar,https://en.wikipedia.org/wiki/Battle_of_Trafalgar,1805,36.293°N 6.255°W
Battle of Caldiero (1805),https://en.wikipedia.org/wiki/Battle_of_Caldiero_(1805),1805,45.42389°N 11.19056°E
Battle of Dürenstein,https://en.wikipedia.org/wiki/Battle_of_D%C3%BCrenstein,1805,48.38722°N 15.52028°E
Battle of Wischau,https://en.wikipedia.org/wiki/Battle_of_Wischau,1805,49.27750°N 16.99889°E
Battle of Austerlitz,https://en.wikipedia.org/wiki/Battle_of_Austerlitz,1805,49.133°N 16.767°E
Siege of Santo Domingo (1805),https://en.wikipedia.org/wiki/Siege_of_Santo_Domingo_(1805),1805,18.4763889°N 69.8933306°W
Battle of Blaauwberg,https://en.wikipedia.org/wiki/Battle_of_Blaauwberg,1806,33.75611°S 18.46556°E
Battle of Campo Tenese,https://en.wikipedia.org/wiki/Battle_of_Campo_Tenese,1806,39.87500°N 16.06667°E
