battle,link,date,coordinates
Battle of Nasielsk,https://en.wikipedia.org/wiki/Battle_of_Nasielsk,1920,52.600000°N 20.800000°E
Battle of Cyców,https://en.wikipedia.org/wiki/Battle_of_Cyc%C3%B3w,1920,51.299759°N 23.150000°E
Battle of Zadwórze,https://en.wikipedia.org/wiki/Battle_of_Zadw%C3%B3rze,1920,49.88889°N 24.43556°E
Battle of Komarów,https://en.wikipedia.org/wiki/Battle_of_Komar%C3%B3w,1920,50.632979°N 23.483333°E
Battle of Komarow,https://en.wikipedia.org/wiki/Battle_of_Komarow,1920,50.632979°N 23.483333°E
Battle of the Niemen River,https://en.wikipedia.org/wiki/Battle_of_the_Niemen_River,1920,53.50000000°N 24.00000000°E
Battle of Dytiatyn,https://en.wikipedia.org/wiki/Battle_of_Dytiatyn,1920,49.241022°N 24.877810°E
Kilmichael Ambush,https://en.wikipedia.org/wiki/Kilmichael_Ambush,1920,51.812°N 9.039°W
Battle of Annual,https://en.wikipedia.org/wiki/Battle_of_Annual,1921,35.120°N 3.583°W
Battle of Dumlupınar,https://en.wikipedia.org/wiki/Battle_of_Dumlup%C4%B1nar,1922,38.743389°N 30.475583°E
Battle of Dublin,https://en.wikipedia.org/wiki/Battle_of_Dublin,1922,53.3428°N 6.2661°W
Battle of Kilmallock,https://en.wikipedia.org/wiki/Battle_of_Kilmallock,1922,52.399°N 8.575°W
Beer Hall Putsch,https://en.wikipedia.org/wiki/Beer_Hall_Putsch,1923,48.130°N 11.592°E
Battle of al-Kafr,https://en.wikipedia.org/wiki/Battle_of_al-Kafr,1925,32.62917°N 36.64111°E
Battle of al-Mazraa,https://en.wikipedia.org/wiki/Battle_of_al-Mazraa,1925,32.78417°N 36.48306°E
Battle of al-Musayfirah,https://en.wikipedia.org/wiki/Battle_of_al-Musayfirah,1925,32.62639°N 36.34333°E
Battle of Ocotal,https://en.wikipedia.org/wiki/Battle_of_Ocotal,1927,13.633°N 86.483°W
Battle of La Flor,https://en.wikipedia.org/wiki/Battle_of_La_Flor,1928,13.413833°N 85.7110417°W
Second Battle of Guangzhou,https://en.wikipedia.org/wiki/Second_Battle_of_Guangzhou,1929,23.13194°N 113.26611°E
Second Battle of Guilin,https://en.wikipedia.org/wiki/Second_Battle_of_Guilin,1930,25.27500°N 110.29611°E
Second Battle of Nanning,https://en.wikipedia.org/wiki/Second_Battle_of_Nanning,1930,24.81667°N 108.32750°E
Battle of Xinzheng,https://en.wikipedia.org/wiki/Battle_of_Xinzheng,1930,34.39639°N 113.74028°E
Mukden Incident,https://en.wikipedia.org/wiki/Mukden_Incident,1931,41.834610°N 123.465984°E
Battle of Boquerón (1932),https://en.wikipedia.org/wiki/Battle_of_Boquer%C3%B3n_(1932),1932,22.773639°S 59.940861°W
First Battle of Nanawa,https://en.wikipedia.org/wiki/First_Battle_of_Nanawa,1933,23.48750°S 59.76917°W
Second Battle of Nanawa,https://en.wikipedia.org/wiki/Second_Battle_of_Nanawa,1933,23.48750°S 59.76917°W
Battle of Gondra,https://en.wikipedia.org/wiki/Battle_of_Gondra,1933,23.3375°S 59.906944°W
Battle of Mérida,https://en.wikipedia.org/wiki/Battle_of_M%C3%A9rida,1936,38.900°N 6.333°W
Battle of Badajoz (1936),https://en.wikipedia.org/wiki/Battle_of_Badajoz_(1936),1936,38.867°N 6.967°W
Battle of Irún,https://en.wikipedia.org/wiki/Battle_of_Ir%C3%BAn,1936,43.333°N 1.783°W
Battle of Talavera de la Reina (1936),https://en.wikipedia.org/wiki/Battle_of_Talavera_de_la_Reina_(1936),1936,39.9583°N 4.8328°W
Battle of Cerro Muriano,https://en.wikipedia.org/wiki/Battle_of_Cerro_Muriano,1936,38.00333°N 4.77028°W
Battle of Ciudad Universitaria,https://en.wikipedia.org/wiki/Battle_of_Ciudad_Universitaria,1936,40.44389°N 3.72611°W
First Battle of the Corunna Road,https://en.wikipedia.org/wiki/First_Battle_of_the_Corunna_Road,1936,40.44083°N 3.81472°W
Second Battle of the Corunna Road,https://en.wikipedia.org/wiki/Second_Battle_of_the_Corunna_Road,1936,40.40694°N 3.89167°W
Battle of Lopera,https://en.wikipedia.org/wiki/Battle_of_Lopera,1936,37.933°N 4.200°W
Battle of Guadalajara,https://en.wikipedia.org/wiki/Battle_of_Guadalajara,1937,40.6333°N 3.1667°W
Bombing of Gernika,https://en.wikipedia.org/wiki/Bombing_of_Gernika,1937,43.31389°N 2.67833°W
Battle of Lugou Bridge,https://en.wikipedia.org/wiki/Battle_of_Lugou_Bridge,1937,39.84917°N 116.21306°E
Battle of Shanghai (1937),https://en.wikipedia.org/wiki/Battle_of_Shanghai_(1937),1937,31.2323°N 121.4690°E
Battle of Santander,https://en.wikipedia.org/wiki/Battle_of_Santander,1937,43.4500°N 3.8000°W
Battle of Taiyuan,https://en.wikipedia.org/wiki/Battle_of_Taiyuan,1937,37.8500°N 112.5500°E
Battle of El Mazuco,https://en.wikipedia.org/wiki/Battle_of_El_Mazuco,1937,43.38222°N 4.85250°W
Battle of Xinkou,https://en.wikipedia.org/wiki/Battle_of_Xinkou,1937,38.0000°N 112.0000°E
Battle of Pingxingguan,https://en.wikipedia.org/wiki/Battle_of_Pingxingguan,1937,39.3455500°N 113.9595083°E
Battle of Nanjing,https://en.wikipedia.org/wiki/Battle_of_Nanjing,1937,32.0500°N 118.7670°E
Battle of Alfambra,https://en.wikipedia.org/wiki/Battle_of_Alfambra,1938,40.3453°N 1.1231°W
Battle of Cape Palos (1938),https://en.wikipedia.org/wiki/Battle_of_Cape_Palos_(1938),1938,37.87167°N 0.86667°E
Battle of Xuzhou,https://en.wikipedia.org/wiki/Battle_of_Xuzhou,1938,34.2667°N 117.1670°E
Battle of Tai er zhuang,https://en.wikipedia.org/wiki/Battle_of_Tai_er_zhuang,1938,34.5573306°N 117.7307500°E
Battle of Gandesa (1938),https://en.wikipedia.org/wiki/Battle_of_Gandesa_(1938),1938,41.050°N 0.433°E
Battle of Wuhan,https://en.wikipedia.org/wiki/Battle_of_Wuhan,1938,30.5667°N 114.2670°E
Battle of the Ebro,https://en.wikipedia.org/wiki/Battle_of_the_Ebro,1938,41.16389°N 0.47500°E
Battle of Lake Khasan,https://en.wikipedia.org/wiki/Battle_of_Lake_Khasan,1938,42.4359056°N 130.6110056°E
Battle of Nanchang,https://en.wikipedia.org/wiki/Battle_of_Nanchang,1939,28.683°N 115.883°E
Battle of Suixian-Zaoyang,https://en.wikipedia.org/wiki/Battle_of_Suixian-Zaoyang,1939,32.1252°N 112.7510°E
Battle of Khalkhin Gol,https://en.wikipedia.org/wiki/Battle_of_Khalkhin_Gol,1939,47.73028°N 118.59000°E
Battle of Mokra,https://en.wikipedia.org/wiki/Battle_of_Mokra,1939,50.966667°N 18.916667°E
Battle of Mikołów,https://en.wikipedia.org/wiki/Battle_of_Miko%C5%82%C3%B3w,1939,50.175573°N 18.904807°E
Battle of Tuchola Forest,https://en.wikipedia.org/wiki/Battle_of_Tuchola_Forest,1939,53.600000°N 18.000000°E
Battle of Warsaw (1939),https://en.wikipedia.org/wiki/Battle_of_Warsaw_(1939),1939,52.23000°N 21.01083°E
Battle of the Bzura River,https://en.wikipedia.org/wiki/Battle_of_the_Bzura_River,1939,52.23333°N 19.36667°E
Battle of Hel,https://en.wikipedia.org/wiki/Battle_of_Hel,1939,54.64167°N 18.78139°E
Battle of Kępa Oksywska,https://en.wikipedia.org/wiki/Battle_of_K%C4%99pa_Oksywska,1939,54.54861°N 18.54611°E
Battle of Kałuszyn,https://en.wikipedia.org/wiki/Battle_of_Ka%C5%82uszyn,1939,52.208333°N 21.811667°E
Battle of Tomaszów Lubelski,https://en.wikipedia.org/wiki/Battle_of_Tomasz%C3%B3w_Lubelski,1939,50.45000°N 23.41667°E
Battle of Changsha (1939),https://en.wikipedia.org/wiki/Battle_of_Changsha_(1939),1939,28.2000°N 112.9670°E
Battle of Wytyczno,https://en.wikipedia.org/wiki/Battle_of_Wytyczno,1939,51.433333°N 23.266667°E
Battle of Kock (1939),https://en.wikipedia.org/wiki/Battle_of_Kock_(1939),1939,51.633°N 22.433°E
Battle of Tolvajärvi,https://en.wikipedia.org/wiki/Battle_of_Tolvaj%C3%A4rvi,1939,62.28806°N 31.48833°E
Battle of Suomussalmi,https://en.wikipedia.org/wiki/Battle_of_Suomussalmi,1939,64.88833°N 28.88889°E
Battle of the River Plate,https://en.wikipedia.org/wiki/Battle_of_the_River_Plate,1939,32°S 47°W
Battle of Summa,https://en.wikipedia.org/wiki/Battle_of_Summa,1939,60.5073417°N 29.0123889°E
Battle of South Henan,https://en.wikipedia.org/wiki/Battle_of_South_Henan,1940,33.8333°N 113.5000°E
Battle of Honkaniemi,https://en.wikipedia.org/wiki/Battle_of_Honkaniemi,1940,60.650°N 28.783°E
Battle of Salla (1939),https://en.wikipedia.org/wiki/Battle_of_Salla_(1939),1940,66.833°N 28.667°E
Battle of Petsamo (1939),https://en.wikipedia.org/wiki/Battle_of_Petsamo_(1939),1940,69.250°N 30.567°E
Battle of Drøbak Sound,https://en.wikipedia.org/wiki/Battle_of_Dr%C3%B8bak_Sound,1940,59.7009°N 10.5927°E
Battle of Midtskogen,https://en.wikipedia.org/wiki/Battle_of_Midtskogen,1940,60.87667°N 11.46806°E
Battle of Dombås,https://en.wikipedia.org/wiki/Battle_of_Domb%C3%A5s,1940,62.0082°N 9.2284°E
Battle of Narvik,https://en.wikipedia.org/wiki/Battle_of_Narvik,1940,68.250°N 2.000°E
Battle at the Afsluitdijk,https://en.wikipedia.org/wiki/Battle_at_the_Afsluitdijk,1940,53.07417°N 5.33694°E
Battle for The Hague,https://en.wikipedia.org/wiki/Battle_for_The_Hague,1940,52.083°N 4.317°E
Battle of the Netherlands,https://en.wikipedia.org/wiki/Battle_of_the_Netherlands,1940,52.317°N 5.550°E
Battle of Maastricht,https://en.wikipedia.org/wiki/Battle_of_Maastricht,1940,50.8500°N 5.6833°E
Battle of Rotterdam,https://en.wikipedia.org/wiki/Battle_of_Rotterdam,1940,51.93083°N 4.47917°E
Battle of the Grebbeberg,https://en.wikipedia.org/wiki/Battle_of_the_Grebbeberg,1940,51.954°N 5.600°E
Battle of Dunkirk,https://en.wikipedia.org/wiki/Battle_of_Dunkirk,1940,51.0343°N 2.37682°E
Destruction of the French Fleet at Mers-el-Kebir,https://en.wikipedia.org/wiki/Destruction_of_the_French_Fleet_at_Mers-el-Kebir,1940,35.71944°N 0.68889°W
Battle of Calabria,https://en.wikipedia.org/wiki/Battle_of_Calabria,1940,37.667°N 17.333°E
Battle of Cape Spada,https://en.wikipedia.org/wiki/Battle_of_Cape_Spada,1940,35.69278°N 23.72056°E
Battle of Hundred Regiments,https://en.wikipedia.org/wiki/Battle_of_Hundred_Regiments,1940,37.4500°N 116.3000°E
Battle of Taranto,https://en.wikipedia.org/wiki/Battle_of_Taranto,1940,40.45111°N 17.20750°E
Battle of Cape Spartivento,https://en.wikipedia.org/wiki/Battle_of_Cape_Spartivento,1940,38.42750°N 8.86583°E
Battle of Bardia,https://en.wikipedia.org/wiki/Battle_of_Bardia,1941,31.76000°N 25.09500°E
Battle of Keren,https://en.wikipedia.org/wiki/Battle_of_Keren,1941,15.77667°N 38.45111°E
Battle of Beda Fomm,https://en.wikipedia.org/wiki/Battle_of_Beda_Fomm,1941,31.24111°N 20.30861°E
Battle of Shanggao,https://en.wikipedia.org/wiki/Battle_of_Shanggao,1941,28.1833°N 114.8830°E
Battle of Cape Matapan,https://en.wikipedia.org/wiki/Battle_of_Cape_Matapan,1941,35.35000°N 22.00000°E
Battle of Tempe Gorge,https://en.wikipedia.org/wiki/Battle_of_Tempe_Gorge,1941,39.87694°N 22.56611°E
Battle of South Shanxi,https://en.wikipedia.org/wiki/Battle_of_South_Shanxi,1941,38.0000°N 112.0000°E
Battle of Rethymno,https://en.wikipedia.org/wiki/Battle_of_Rethymno,1941,35.37000°N 24.52000°E
Battle of Denmark Strait,https://en.wikipedia.org/wiki/Battle_of_Denmark_Strait,1941,63.333°N 31.833°W
Last battle of the battleship Bismarck,https://en.wikipedia.org/wiki/Last_battle_of_the_battleship_Bismarck,1941,48.167°N 16.200°W
Battle of Crete,https://en.wikipedia.org/wiki/Battle_of_Crete,1941,35.217°N 24.917°E
Battle of 42nd Street,https://en.wikipedia.org/wiki/Battle_of_42nd_Street,1941,35.4819°N 24.0559°E
Battle of Jezzine (1941),https://en.wikipedia.org/wiki/Battle_of_Jezzine_(1941),1941,33.32°N 35.35°E
Battle of Sidon (1941),https://en.wikipedia.org/wiki/Battle_of_Sidon_(1941),1941,33.56056°N 35.39806°E
Battle of Kissoué,https://en.wikipedia.org/wiki/Battle_of_Kissou%C3%A9,1941,33.352183°N 36.2331°E
Battle of Merdjayoun,https://en.wikipedia.org/wiki/Battle_of_Merdjayoun,1941,33.4°N 35.6°E
Battle of Raseiniai,https://en.wikipedia.org/wiki/Battle_of_Raseiniai,1941,55.350°N 23.283°E
Battle of Brody (1941),https://en.wikipedia.org/wiki/Battle_of_Brody_(1941),1941,50.08314°N 25.147651°E
Battle of Kiev (1941),https://en.wikipedia.org/wiki/Battle_of_Kiev_(1941),1941,50.4536°N 30.5164°E
Battle of Smolensk (1941),https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1941),1941,54.78278°N 32.04528°E
Battle of Damour,https://en.wikipedia.org/wiki/Battle_of_Damour,1941,33.733°N 35.450°E
Battle at Borodino Field,https://en.wikipedia.org/wiki/Battle_at_Borodino_Field,1941,55.50861°N 35.82111°E
Siege of Leningrad,https://en.wikipedia.org/wiki/Siege_of_Leningrad,1941,59.930248°N 30.319061°E
Battle of Changsha (1941),https://en.wikipedia.org/wiki/Battle_of_Changsha_(1941),1941,28.2000°N 112.9670°E
Siege of Tobruk,https://en.wikipedia.org/wiki/Siege_of_Tobruk,1941,32.07611°N 23.96139°E
Battle of Malaya,https://en.wikipedia.org/wiki/Battle_of_Malaya,1941,4.000°N 102.500°E
Battle of Prachuab Khirikhan,https://en.wikipedia.org/wiki/Battle_of_Prachuab_Khirikhan,1941,11.786574°N 99.811695°E
Sinking of Prince of Wales and Repulse,https://en.wikipedia.org/wiki/Sinking_of_Prince_of_Wales_and_Repulse,1941,3.567°N 104.433°E
Battle of Jitra,https://en.wikipedia.org/wiki/Battle_of_Jitra,1941,6.26806°N 100.42167°E
Battle of Cape Bon (1941),https://en.wikipedia.org/wiki/Battle_of_Cape_Bon_(1941),1941,36.750°N 10.750°E
First Battle of Sirte,https://en.wikipedia.org/wiki/First_Battle_of_Sirte,1941,34.13444°N 17.95139°E
Battle of Wake Island,https://en.wikipedia.org/wiki/Battle_of_Wake_Island,1941,19.2900°N 166.6010°E
Battle of Hong Kong,https://en.wikipedia.org/wiki/Battle_of_Hong_Kong,1941,22.28250°N 114.16111°E
Battle of Changsha (1942),https://en.wikipedia.org/wiki/Battle_of_Changsha_(1942),1941,28.2000°N 112.9670°E
Battle of Manado,https://en.wikipedia.org/wiki/Battle_of_Manado,1942,1.16333°N 124.85722°E
Battle of Gemas,https://en.wikipedia.org/wiki/Battle_of_Gemas,1942,2.583°N 102.583°E
Battle of Port Moresby,https://en.wikipedia.org/wiki/Battle_of_Port_Moresby,1942,9.4815472°S 147.1902417°E
Battle of Makassar Strait,https://en.wikipedia.org/wiki/Battle_of_Makassar_Strait,1942,7.500°S 115.500°E
Battle of Bukit Timah,https://en.wikipedia.org/wiki/Battle_of_Bukit_Timah,1942,1.348689873°N 103.777022°E
Battle of Kranji,https://en.wikipedia.org/wiki/Battle_of_Kranji,1942,1.439255°N 103.737601°E
Battle of Drazgose,https://en.wikipedia.org/wiki/Battle_of_Drazgose,1942,46.2521139°N 14.1772278°E
Battle of Moscow,https://en.wikipedia.org/wiki/Battle_of_Moscow,1942,55.750°N 37.633°E
Naval Battle of Balikpapan,https://en.wikipedia.org/wiki/Naval_Battle_of_Balikpapan,1942,1.24611°S 116.82167°E
Battle of Ambon,https://en.wikipedia.org/wiki/Battle_of_Ambon,1942,3.70889°S 128.09194°E
Battle of Singapore,https://en.wikipedia.org/wiki/Battle_of_Singapore,1942,1.35250°N 103.76889°E
Battle of Badung Strait,https://en.wikipedia.org/wiki/Battle_of_Badung_Strait,1942,8.63056°S 115.38806°E
Bombing of Darwin (February 1942),https://en.wikipedia.org/wiki/Bombing_of_Darwin_(February_1942),1942,12.47500°S 130.85000°E
Battle of the Java Sea,https://en.wikipedia.org/wiki/Battle_of_the_Java_Sea,1942,5.000°S 111.000°E
Invasion of Buka and Bougainville,https://en.wikipedia.org/wiki/Invasion_of_Buka_and_Bougainville,1942,6.133°S 155.300°E
Battle of Timor,https://en.wikipedia.org/wiki/Battle_of_Timor,1942,10.383°S 123.633°E
Battle of Toungoo,https://en.wikipedia.org/wiki/Battle_of_Toungoo,1942,18.9333°N 96.4333°E
Battle of Oktwin,https://en.wikipedia.org/wiki/Battle_of_Oktwin,1942,18.82897°N 96.405258°E
Second Battle of Sirte,https://en.wikipedia.org/wiki/Second_Battle_of_Sirte,1942,34.333°N 17.500°E
Battle of Nanos,https://en.wikipedia.org/wiki/Battle_of_Nanos,1942,45.7985444°N 14.0651583°E
Doolittle Raid,https://en.wikipedia.org/wiki/Doolittle_Raid,1942,35°N 154°E
Battle of the Coral Sea,https://en.wikipedia.org/wiki/Battle_of_the_Coral_Sea,1942,16.267°S 162.333°E
Battle of Corregidor,https://en.wikipedia.org/wiki/Battle_of_Corregidor,1942,14.6667°N 120.4170°E
Battle of Bir Hakeim,https://en.wikipedia.org/wiki/Battle_of_Bir_Hakeim,1942,31.5938694°N 23.4797667°E
Battle of Gazala,https://en.wikipedia.org/wiki/Battle_of_Gazala,1942,32.14528°N 23.35750°E
Operation Anthropoid,https://en.wikipedia.org/wiki/Operation_Anthropoid,1942,50.11778°N 14.46417°E
Battle of Midway,https://en.wikipedia.org/wiki/Battle_of_Midway,1942,28.200°N 177.350°W
Attack on Sydney Harbour,https://en.wikipedia.org/wiki/Attack_on_Sydney_Harbour,1942,33.85833°S 151.23333°E
Convoy PQ 17,https://en.wikipedia.org/wiki/Convoy_PQ_17,1942,75.817°N 22.250°E
First Battle of El Alamein,https://en.wikipedia.org/wiki/First_Battle_of_El_Alamein,1942,30.833°N 28.950°E
Battle of Sevastopol,https://en.wikipedia.org/wiki/Battle_of_Sevastopol,1942,44.60472°N 33.54111°E
Battle of Stalingrad,https://en.wikipedia.org/wiki/Battle_of_Stalingrad,1942,48.700°N 44.517°E
Invasion of Buna–Gona,https://en.wikipedia.org/wiki/Invasion_of_Buna%E2%80%93Gona,1942,8.650°S 148.367°E
Battle of Savo Island,https://en.wikipedia.org/wiki/Battle_of_Savo_Island,1942,9.133°S 159.817°E
Battle of Dieppe,https://en.wikipedia.org/wiki/Battle_of_Dieppe,1942,49.9333°N 1.0833°E
Kokoda Track campaign,https://en.wikipedia.org/wiki/Kokoda_Track_campaign,1942,8.8777639°S 147.7374972°E
Battle of Kokoda,https://en.wikipedia.org/wiki/Battle_of_Kokoda,1942,8.880861°S 147.734028°E
Battle of the Eastern Solomons,https://en.wikipedia.org/wiki/Battle_of_the_Eastern_Solomons,1942,9.283°S 160.033°E
Battle of Isurava,https://en.wikipedia.org/wiki/Battle_of_Isurava,1942,8.986222°S 147.735556°E
Battle of Alam Halfa,https://en.wikipedia.org/wiki/Battle_of_Alam_Halfa,1942,30.667°N 29.167°E
Battle of Mission Ridge – Brigade Hill,https://en.wikipedia.org/wiki/Battle_of_Mission_Ridge_%E2%80%93_Brigade_Hill,1942,9.157444°S 147.662472°E
Battle of Ioribaiwa,https://en.wikipedia.org/wiki/Battle_of_Ioribaiwa,1942,9.3070846°S 147.5595188°E
First Battle of Eora Creek – Templeton's Crossing,https://en.wikipedia.org/wiki/First_Battle_of_Eora_Creek_%E2%80%93_Templeton%27s_Crossing,1942,9.0334205°S 147.7372547°E
Battle of Cape Esperance,https://en.wikipedia.org/wiki/Battle_of_Cape_Esperance,1942,9.250°S 159.700°E
Second Battle of Eora Creek – Templeton's Crossing,https://en.wikipedia.org/wiki/Second_Battle_of_Eora_Creek_%E2%80%93_Templeton%27s_Crossing,1942,9.0334205°S 147.7372547°E
Second Battle of El Alamein,https://en.wikipedia.org/wiki/Second_Battle_of_El_Alamein,1942,30.833°N 28.950°E
Battle of the Santa Cruz Islands,https://en.wikipedia.org/wiki/Battle_of_the_Santa_Cruz_Islands,1942,8.533°S 167.283°E
Battle of Goodenough Island,https://en.wikipedia.org/wiki/Battle_of_Goodenough_Island,1942,9.34028°S 150.26750°E
Battle of Oivi–Gorari,https://en.wikipedia.org/wiki/Battle_of_Oivi%E2%80%93Gorari,1942,8.9230947°S 147.8726133°E
Operation Torch,https://en.wikipedia.org/wiki/Operation_Torch,1942,35.085°N 2.029°W
Naval Battle of Guadalcanal,https://en.wikipedia.org/wiki/Naval_Battle_of_Guadalcanal,1942,9.18611°S 159.89500°E
Battle of Buna–Gona,https://en.wikipedia.org/wiki/Battle_of_Buna%E2%80%93Gona,1942,8.650°S 148.367°E
Battle of Tassafaronga,https://en.wikipedia.org/wiki/Battle_of_Tassafaronga,1942,9.200°S 159.833°E
Battle of Buna-Gona,https://en.wikipedia.org/wiki/Battle_of_Buna-Gona,1943,8.650°S 148.367°E
Battle of Neretva,https://en.wikipedia.org/wiki/Battle_of_Neretva,1943,43.6542°N 17.7625°E
Battle of Rennell Island,https://en.wikipedia.org/wiki/Battle_of_Rennell_Island,1943,11.417°S 160.933°E
Battle of Guadalcanal,https://en.wikipedia.org/wiki/Battle_of_Guadalcanal,1943,9.44556°S 160.02028°E
Battle of Timor (1942–43),https://en.wikipedia.org/wiki/Battle_of_Timor_(1942%E2%80%9343),1943,10.383°S 123.633°E
Battle of the Kasserine Pass,https://en.wikipedia.org/wiki/Battle_of_the_Kasserine_Pass,1943,35.2596°N 8.7424°E
Third Battle of Kharkov,https://en.wikipedia.org/wiki/Third_Battle_of_Kharkov,1943,49.96667°N 36.31667°E
Battle of the Bismarck Sea,https://en.wikipedia.org/wiki/Battle_of_the_Bismarck_Sea,1943,7.250°S 148.250°E
Battle of Blackett Strait,https://en.wikipedia.org/wiki/Battle_of_Blackett_Strait,1943,8.117°S 157.000°E
Battle of the Komandorski Islands,https://en.wikipedia.org/wiki/Battle_of_the_Komandorski_Islands,1943,53.09861°N 168.21278°E
Warsaw Ghetto Uprising,https://en.wikipedia.org/wiki/Warsaw_Ghetto_Uprising,1943,52.24611°N 20.99583°E
Operation Vengeance,https://en.wikipedia.org/wiki/Operation_Vengeance,1943,6.786083°S 155.552283°E
Battle of Bobdubi,https://en.wikipedia.org/wiki/Battle_of_Bobdubi,1943,5.500°S 141.000°E
Battle of Mubo,https://en.wikipedia.org/wiki/Battle_of_Mubo,1943,5.500°S 141.000°E
Raid on Darwin (2 May 1943),https://en.wikipedia.org/wiki/Raid_on_Darwin_(2_May_1943),1943,12.450°S 130.833°E
Battle of West Hubei,https://en.wikipedia.org/wiki/Battle_of_West_Hubei,1943,29.15556°N 112.24528°E
Sutjeska offensive,https://en.wikipedia.org/wiki/Sutjeska_offensive,1943,43.34611°N 18.68778°E
Battle of New Georgia,https://en.wikipedia.org/wiki/Battle_of_New_Georgia,1943,8.500°S 157.333°E
