battle,link,date,latitude,longitude
Battle of the Axona,https://en.wikipedia.org/wiki/Battle_of_the_Axona,57 BC,49.43361111,2.84694389
Battle of the Sabis,https://en.wikipedia.org/wiki/Battle_of_the_Sabis,57 BC,50.23333,3.44167
Battle of Octodurus,https://en.wikipedia.org/wiki/Battle_of_Octodurus,57-56 BC,46.1,7.067
Siege of Avaricum,https://en.wikipedia.org/wiki/Avaricum,52 BC,47.0844,2.3964
Battle of Gergovia,https://en.wikipedia.org/wiki/Battle_of_Gergovia,52 BC,45.70833,3.125
Battle of Lutetia,https://en.wikipedia.org/wiki/Battle_of_Lutetia,52 BC,48.85,2.35
Battle of Alesia,https://en.wikipedia.org/wiki/Battle_of_Alesia,52 BC,47.537,4.5
Siege of Uxellodunum,https://en.wikipedia.org/wiki/Siege_of_Uxellodunum,51 BC,44.95,1.68
Siege of Corfinium,https://en.wikipedia.org/wiki/Siege_of_Corfinium,49 BC,42.1174,13.8352
Siege of Brundisium,https://en.wikipedia.org/wiki/Siege_of_Brundisium,49 BC,40.6333,17.9333
Siege of Massilia,https://en.wikipedia.org/wiki/Siege_of_Massilia,49 BC,43.29,5.37
Siege of Curicta,https://en.wikipedia.org/wiki/Siege_of_Curicta,49 BC,45.067,14.6
Battle of Utica (49 BC),https://en.wikipedia.org/wiki/Battle_of_Utica_(49_BC),49 BC,37.057944,10.0625972
Battle of the Bagradas River,https://en.wikipedia.org/wiki/Battle_of_the_Bagradas_River_(49_BC),49 BC,37.05794389,10.06259694
Battle of Dyrrhachium (48 BC),https://en.wikipedia.org/wiki/Battle_of_Dyrrhachium_(48_BC),48 BC,41.3167,19.45
Siege of Gomphi,https://en.wikipedia.org/wiki/Siege_of_Gomphi,48 BC,39.446177,21.672674
Battle of Pharsalus,https://en.wikipedia.org/wiki/Battle_of_Pharsalus,48 BC,39.3707,22.3335
Battle of Nicopolis (48 BC),https://en.wikipedia.org/wiki/Battle_of_Nicopolis_(48_BC),48 BC,40.3,37.833
Siege of Alexandria (47 BC),https://en.wikipedia.org/wiki/Siege_of_Alexandria_(47_BC),47 BC,31.2,29.91666694
Battle of the Nile,https://en.wikipedia.org/wiki/Battle_of_the_Nile_(47_BC),47 BC,30.9,31.117
Battle of Zela,https://en.wikipedia.org/wiki/Battle_of_Zela,47 BC,40.3,35.883
Battle of Ruspina,https://en.wikipedia.org/wiki/Battle_of_Ruspina,46 BC,35.7667,10.8167
Battle of Thapsus,https://en.wikipedia.org/wiki/Battle_of_Thapsus,46 BC,35.6244,11.0478
Battle of Hippo Regius,https://en.wikipedia.org/wiki/Battle_of_Hippo_Regius,46 BC,36.8825,7.75
Battle of Munda,https://en.wikipedia.org/wiki/Battle_of_Munda,45 BC,37.35,-5.2167
First Battle of Philippi,https://en.wikipedia.org/wiki/First_Battle_of_Philippi,42 BC,41.0131,24.2864
Second Battle of Philippi,https://en.wikipedia.org/wiki/Second_Battle_of_Philippi,42 BC,41.0131,24.2864
Battle of the Cilician Gates,https://en.wikipedia.org/wiki/Battle_of_the_Cilician_Gates,39 BC,37.327778,34.794444
Battle of Amanus Pass,https://en.wikipedia.org/wiki/Battle_of_Amanus_Pass,39 BC,36.4795,36.232
Battle of Mount Gindarus,https://en.wikipedia.org/wiki/Battle_of_Mount_Gindarus,38 BC,36.394722,36.688889
Battle of Naulochus,https://en.wikipedia.org/wiki/Battle_of_Naulochus,36 BC,38.275,15.45
Battle of Actium,https://en.wikipedia.org/wiki/Battle_of_Actium,31 BC,38.93444,20.73861
Battle of Alexandria,https://en.wikipedia.org/wiki/Battle_of_Alexandria_(30_BC),30 BC,31.19805611,29.91916694
Battle of Vellica,https://en.wikipedia.org/wiki/Battle_of_Vellica,25 BC,42.7436,-4.2867
Battle of Lake Constance,https://en.wikipedia.org/wiki/Battle_of_Lake_Constance,15 BC,47.59371,9.424906
Battle of the Teutoburg Forest,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,9 AD,52.44139,8.14056
Battle of the Weser River,https://en.wikipedia.org/wiki/Battle_of_the_Weser_River,16 AD,53.53556,8.56556
Battle of Kunyang,https://en.wikipedia.org/wiki/Battle_of_Kunyang,23 AD,33.62694,113.35694
Battle of the Medway,https://en.wikipedia.org/wiki/Battle_of_the_Medway,43 AD,51.44,0.742
Battle of Camulodunum,https://en.wikipedia.org/wiki/Battle_of_Camulodunum,60-61 AD,51.89194,0.89806
Battle of Beth Horon (66),https://en.wikipedia.org/wiki/Battle_of_Beth_Horon_(66),66 AD,31.8858,35.1142
Siege of Yodfat,https://en.wikipedia.org/wiki/Siege_of_Yodfat,67 AD,32.83222,35.2775
Siege of Gamla,https://en.wikipedia.org/wiki/Siege_of_Gamla,67 AD,32.90278,35.74056
Battle of Bedriacum,https://en.wikipedia.org/wiki/Battle_of_Bedriacum,69 AD,45.09,10.14
Second Battle of Bedriacum,https://en.wikipedia.org/wiki/Second_Battle_of_Bedriacum,69 AD,45.09,10.14
Siege of Jerusalem (70),https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(70),70 AD,31.77806,35.23583
Siege of Masada,https://en.wikipedia.org/wiki/Siege_of_Masada,74 AD,31.31556,35.35361
First Battle of Tapae,https://en.wikipedia.org/wiki/First_Battle_of_Tapae,87-88 AD,43.96,21.13
Second Battle of Tapae,https://en.wikipedia.org/wiki/Second_Battle_of_Tapae,101 AD,45.5056,22.7247
Battle of Adamclisi,https://en.wikipedia.org/wiki/Battle_of_Adamclisi,102 AD,44.08333306,27.95
Battle of Gatae,https://en.wikipedia.org/wiki/Battle_of_Gatae,103 AD,45.077697,7.684198
Battle of Sarmizegetusa,https://en.wikipedia.org/wiki/Battle_of_Sarmizegetusa,106 AD,45.6219,23.3093
Siege of Burnswark,https://en.wikipedia.org/wiki/Siege_of_Burnswark,140 AD,55.096873,-3.276126
Battle of Xingyang,https://en.wikipedia.org/wiki/Battle_of_Xingyang_(190),190 AD,34.783,113.35
Battle of Jieqiao,https://en.wikipedia.org/wiki/Battle_of_Jieqiao,191 AD,36.98083,115.27472
Battle of Xiangyang,https://en.wikipedia.org/wiki/Battle_of_Xiangyang_(191),191 AD,32.01,112.12194
Battle of Nicaea,https://en.wikipedia.org/wiki/Battle_of_Nicaea,193 AD,40.42867,29.71867
Battle of Issus,https://en.wikipedia.org/wiki/Battle_of_Issus_(194),194 AD,36.83833,36.16444
Battle of Yan Province,https://en.wikipedia.org/wiki/Battle_of_Yan_Province,194 AD,34.08889,113.66944
Battle of Lugdunum,https://en.wikipedia.org/wiki/Battle_of_Lugdunum,197 AD,45.76,4.85
Battle of Xiapi,https://en.wikipedia.org/wiki/Battle_of_Xiapi,198 AD,34.34222,118.00972
Battle of Guandu,https://en.wikipedia.org/wiki/Battle_of_Guandu,200 AD,34.90722,114.62028
Battle of Bowang,https://en.wikipedia.org/wiki/Battle_of_Bowang,202 AD,32.045,112.136
Battle of Changban,https://en.wikipedia.org/wiki/Battle_of_Changban,208 AD,32.045,112.136
Battle of Red Cliffs,https://en.wikipedia.org/wiki/Battle_of_Red_Cliffs,208 AD,29.86972,113.62028
Battle of Jiangling,https://en.wikipedia.org/wiki/Battle_of_Jiangling_(208),209 AD,32.0089,120.2631
Battle of Baxi,https://en.wikipedia.org/wiki/Battle_of_Baxi,215 AD,33.17283889,106.67055694
Battle of Nisbis,https://en.wikipedia.org/wiki/Battle_of_Nisibis_(217),217 AD,37.0667,41.2167
Battle of Antioch (218),https://en.wikipedia.org/wiki/Battle_of_Antioch_(218),218 AD,36.2,36.15
Battle of Mount Dingjun,https://en.wikipedia.org/wiki/Battle_of_Mount_Dingjun,219 AD,32.87944,103.86472
Battle of Fancheng,https://en.wikipedia.org/wiki/Battle_of_Fancheng,219 AD,32.045,112.136
Battle of Xiaoting,https://en.wikipedia.org/wiki/Battle_of_Xiaoting,222 AD,30.69194,111.28694
Battle of Hormizdegan,https://en.wikipedia.org/wiki/Battle_of_Hormizdegan,224 AD,32.05,48.85
Battle of Jieting,https://en.wikipedia.org/wiki/Battle_of_Jieting,228 AD,35.0020074,105.971866
Battle of Shiting,https://en.wikipedia.org/wiki/Battle_of_Shiting,228 AD,30.76083,116.55306
Battle of Mount Qi,https://en.wikipedia.org/wiki/Battle_of_Mount_Qi,231 AD,33.39555611,104.91888889
Battle of Wuzhang Plains,https://en.wikipedia.org/wiki/Battle_of_Wuzhang_Plains,234 AD,34.35,107.38333306
Fall of Hatra,https://en.wikipedia.org/wiki/Fall_of_Hatra,240-241 AD,35.58806,42.71833
Battle of Resaena,https://en.wikipedia.org/wiki/Battle_of_Resaena,243 AD,36.8503,40.0706
Battle of Misiche,https://en.wikipedia.org/wiki/Battle_of_Misiche,244 AD,33.36389,43.79722
Battle of Philippopolis,https://en.wikipedia.org/wiki/Battle_of_Philippopolis_(250),250 AD,42.15,24.75
Battle of Abrittus,https://en.wikipedia.org/wiki/Battle_of_Abrittus,251 AD,43.58812,26.369997
Battle of Barbalissos,https://en.wikipedia.org/wiki/Battle_of_Barbalissos,253 AD,36.061,37.8912
Battle of Edessa,https://en.wikipedia.org/wiki/Battle_of_Edessa,259 AD,37.15,38.8
Battle of Mediolanum,https://en.wikipedia.org/wiki/Battle_of_Mediolanum,259 AD,45.466667,9.166667
Battle of Thermopylae (267),https://en.wikipedia.org/wiki/Battle_of_Thermopylae_(267),267 AD,38.80528,22.56278
Battle of Lake Benacus,https://en.wikipedia.org/wiki/Battle_of_Lake_Benacus,268 AD,45.5806,10.62053
Battle of Naissus,https://en.wikipedia.org/wiki/Battle_of_Naissus,269 AD,43.3,21.9
Battle of Placentia,https://en.wikipedia.org/wiki/Battle_of_Placentia_(271),271 AD,45.05,9.7
Battle of Fano,https://en.wikipedia.org/wiki/Battle_of_Fano,271 AD,43.833333,13.016667
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia_(271),271 AD,45.183333,9.15
Battle of Immae,https://en.wikipedia.org/wiki/Battle_of_Immae,272 AD,36.23786806,36.56947111
Battle of Emesa,https://en.wikipedia.org/wiki/Battle_of_Emesa,272 AD,34.72,36.71
Battle of Châlons,https://en.wikipedia.org/wiki/Battle_of_Ch%C3%A2lons_(274),274 AD,48.9575,4.365
Battle of Lingones,https://en.wikipedia.org/wiki/Battle_of_Lingones,298 AD,47.85,5.33
Battle of Vindonissa,https://en.wikipedia.org/wiki/Battle_of_Vindonissa,298 AD,47.46666694,8.21666694
Battle of Turin,https://en.wikipedia.org/wiki/Battle_of_Turin_(312),312 AD,45.06666694,7.7
Battle of Verona,https://en.wikipedia.org/wiki/Battle_of_Verona_(312),312 AD,45.43333306,10.98333306
Battle of Milvian Bridge,https://en.wikipedia.org/wiki/Battle_of_Milvian_Bridge,312 AD,41.93556,12.46694
Battle of Tzirallum,https://en.wikipedia.org/wiki/Battle_of_Tzirallum,313 AD,41.15,27.8
Battle of Cibalae,https://en.wikipedia.org/wiki/Battle_of_Cibalae,314 AD,45.28333306,18.8
Battle of Mardia,https://en.wikipedia.org/wiki/Battle_of_Mardia,316 AD,41.933,25.9
Battle of Adrianople,https://en.wikipedia.org/wiki/Battle_of_Adrianople_(324),324 AD,41.67,26.525
Battle of the Hellespont,https://en.wikipedia.org/wiki/Battle_of_the_Hellespont,324 AD,40.2,26.4
Battle of Chrysopolis,https://en.wikipedia.org/wiki/Battle_of_Chrysopolis,324 AD,40.0167,29.0333
Battle of Mursa Major,https://en.wikipedia.org/wiki/Battle_of_Mursa_Major,351 AD,45.5575,18.67944
Battle of Mons Seleucus,https://en.wikipedia.org/wiki/Battle_of_Mons_Seleucus,353 AD,44.459806,5.73625
Siege of Autun,https://en.wikipedia.org/wiki/Siege_of_Autun,356 AD,46.95,4.3
Battle of Durocortorum,https://en.wikipedia.org/wiki/Battle_of_Durocortorum,356 AD,49.145556,4.0225
Battle of Brumath,https://en.wikipedia.org/wiki/Battle_of_Brumath,356 AD,48.732778,7.709167
Siege of Senonae,https://en.wikipedia.org/wiki/Siege_of_Senonae,356 AD,48.2,3.283333
Battle of Strasbourg,https://en.wikipedia.org/wiki/Battle_of_Strasbourg,357 AD,48.573806,7.752167
Battle of Amida,https://en.wikipedia.org/wiki/Siege_of_Amida_(359),359 AD,37.917,40.217
Battle of Ctesiphon,https://en.wikipedia.org/wiki/Battle_of_Ctesiphon_(363),363 AD,33.1,44.583
Battle of Thyatira,https://en.wikipedia.org/wiki/Battle_of_Thyatira,366 AD,38.9208,27.8361
Battle of the Tanais River,https://en.wikipedia.org/wiki/Battle_of_the_Tanais_River,373 AD,47.06083,39.2875
Battle of the Willows,https://en.wikipedia.org/wiki/Battle_of_the_Willows,377 AD,43.2167,27.5833
Battle of Argentovaria,https://en.wikipedia.org/wiki/Battle_of_Argentovaria,378 AD,48.081667,7.355556
Battle of Adrianople,https://en.wikipedia.org/wiki/Battle_of_Adrianople_(378),378 AD,41.81,26.5
Battle of Thessalonica,https://en.wikipedia.org/wiki/Battle_of_Thessalonica_(380),380 AD,40.6403,22.9439
Battle of Feishui,https://en.wikipedia.org/wiki/Battle_of_Feishui,383 AD,31.73611,116.52
Battle of the Save,https://en.wikipedia.org/wiki/Battle_of_the_Save,388 AD,46.4186,15.8714
Battle of the Frigidus,https://en.wikipedia.org/wiki/Battle_of_the_Frigidus,394 AD,45.87028,13.93611
Battle of Pollentia,https://en.wikipedia.org/wiki/Battle_of_Pollentia,402 AD,44.7,7.85
Battle of Verona,https://en.wikipedia.org/wiki/Battle_of_Verona_(402),403 AD,45.4333,10.9833
Sack of Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(410),410 AD,41.89,12.48
Siege of Massilia,https://en.wikipedia.org/wiki/Siege_of_Massilia_(413),413 AD,43.29,5.37
Siege of Arles,https://en.wikipedia.org/wiki/Siege_of_Arles_(425),425 AD,43.677,4.628
Battle of Rimini,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(432),432 AD,44.417,12.2
Battle of Narbonne,https://en.wikipedia.org/wiki/Battle_of_Narbonne_(436),436 AD,43.1847194,3.0036111
Battle of Toulouse,https://en.wikipedia.org/wiki/Battle_of_Toulouse_(439),439 AD,43.6045,1.444
Battle of the Utus,https://en.wikipedia.org/wiki/Battle_of_the_Utus,447 AD,43.61,24.68
Battle of Avarayr,https://en.wikipedia.org/wiki/Battle_of_Avarayr,451 AD,39.33889,45.05722
Battle of Châlons,https://en.wikipedia.org/wiki/Battle_of_Ch%C3%A2lons,451 AD,49.0,4.5
Battle of Nedao,https://en.wikipedia.org/wiki/Battle_of_Nedao,454 AD,44.933333,19.016667
Battle of Aylesford,https://en.wikipedia.org/wiki/Battle_of_Aylesford,455 AD,51.317,0.5
Battle of Toulouse (458),https://en.wikipedia.org/wiki/Battle_of_Toulouse_(458),458 AD,43.6045,1.444
Battle of Arelate,https://en.wikipedia.org/wiki/Battle_of_Arelate,458 AD,43.677,4.628
Battle of Orleans,https://en.wikipedia.org/wiki/Battle_of_Orleans_(463),463 AD,47.9025,1.909
Battle of Wippedesfleot,https://en.wikipedia.org/wiki/Battle_of_Wippedesfleot,466 AD,51.314,1.352
Battle of Ravenna,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(476),476 AD,44.417,12.2
Battle of Mercredesburne,https://en.wikipedia.org/wiki/Battle_of_Mercredesburne,485 AD,50.930454,0.426664
Battle of Isonzo,https://en.wikipedia.org/wiki/Battle_of_Isonzo_(489),489 AD,45.769725,13.3711917
Battle of Cotyaeum,https://en.wikipedia.org/wiki/Battle_of_Cotyaeum,492 AD,39.41667,29.98333
Battle of Tolbiac,https://en.wikipedia.org/wiki/Battle_of_Tolbiac,496 AD,50.67528,6.60111
Siege of Theodosiopolis,https://en.wikipedia.org/wiki/Siege_of_Theodosiopolis,502 AD,39.9,41.2667
Battle of Vouillé,https://en.wikipedia.org/wiki/Battle_of_Vouill%C3%A9,507 AD,46.5833,0.3333
Battle of Vézeronce,https://en.wikipedia.org/wiki/Battle_of_V%C3%A9zeronce,524 AD,45.333,5.5
Battle of Dara,https://en.wikipedia.org/wiki/Battle_of_Dara,530 AD,37.18,40.955
Battle of Satala,https://en.wikipedia.org/wiki/Battle_of_Satala_(530),530 AD,40.05,39.6
Battle of Callinicum,https://en.wikipedia.org/wiki/Battle_of_Callinicum,531 AD,35.95,39.0167
Siege of Martyropolis,https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(531),531 AD,38.1422194,41.0013889
Battle of Autun,https://en.wikipedia.org/wiki/Battle_of_Autun_(532),532 AD,46.9517,4.2994
Battle of Ad Decimum,https://en.wikipedia.org/wiki/Battle_of_Ad_Decimum,533 AD,36.75,10.3333
Battle of Tricamarum,https://en.wikipedia.org/wiki/Battle_of_Tricamarum,533 AD,36.85,10.31667
Siege of Rome (537-538),https://en.wikipedia.org/wiki/Siege_of_Rome_(537-538),538 AD,41.9,12.5
Siege of Petra (541),https://en.wikipedia.org/wiki/Siege_of_Petra_(541),541 AD,41.76833,41.75333
Siege of Verona,https://en.wikipedia.org/wiki/Siege_of_Verona,541 AD,45.4381611,10.9937389
Battle of Mucellium,https://en.wikipedia.org/wiki/Battle_of_Mucellium,542 AD,43.95,11.3833
Siege of Petra (550-551),https://en.wikipedia.org/wiki/Siege_of_Petra_(550-551),550-551 AD,41.76833,41.75333
Battle of Sena Gallica,https://en.wikipedia.org/wiki/Battle_of_Sena_Gallica_(551),551 AD,43.71306,13.25278
Battle of Taginae,https://en.wikipedia.org/wiki/Battle_of_Taginae,552 AD,43.23333,12.78333
Siege of Onoguris,https://en.wikipedia.org/wiki/Siege_of_Onoguris,554 AD,42.40833,42.44167
Siege of Phasis,https://en.wikipedia.org/wiki/Siege_of_Phasis,555–556 AD,42.15,41.66667
Battle of Gol-Zarriun,https://en.wikipedia.org/wiki/Battle_of_Gol-Zarriun,560 AD,39.766667,64.433333
Siege of Sanaa (570),https://en.wikipedia.org/wiki/Siege_of_Sanaa_(570),570 AD,15.35,44.2
Battle of Arfderydd,https://en.wikipedia.org/wiki/Battle_of_Arfderydd,573 AD,55.017,-2.917
Battle of Deorham,https://en.wikipedia.org/wiki/Battle_of_Deorham,577 AD,51.4891,-2.3737056
Battle of Martyropolis,https://en.wikipedia.org/wiki/Battle_of_Martyropolis_(588),588 AD,38.1422,41.0014
Battle of Alclud Ford,https://en.wikipedia.org/wiki/Battle_of_Alclud_Ford,590 AD,55.937201,-4.561987
Siege of Jerusalem,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(614),614 AD,31.783,35.217
Battle of Chester,https://en.wikipedia.org/wiki/Battle_of_Chester,616 AD,53.1675,-2.88556
Battle of Huoyi,https://en.wikipedia.org/wiki/Battle_of_Huoyi,617 AD,36.567,111.7
Battle of Yanshi,https://en.wikipedia.org/wiki/Battle_of_Yanshi,618 AD,34.727,112.79
Battle of Hulao,https://en.wikipedia.org/wiki/Battle_of_Hulao,621 AD,34.84361,113.20639
Battle of Badr,https://en.wikipedia.org/wiki/Battle_of_Badr,624 AD,23.733,38.767
Siege of Constantinople (626),https://en.wikipedia.org/wiki/Siege_of_Constantinople_(626),626 AD,41.0122389,28.9760194
Battle of the Trench,https://en.wikipedia.org/wiki/Battle_of_the_Trench,627 AD,24.483,39.583
Battle of Nineveh,https://en.wikipedia.org/wiki/Battle_of_Nineveh_(627),627 AD,36.35944,43.15278
Battle of Khaybar,https://en.wikipedia.org/wiki/Battle_of_Khaybar,628 AD,25.69861111,39.2925
Battle of Mu'tah,https://en.wikipedia.org/wiki/Battle_of_Mu%27tah,629 AD,31.033,35.7
Battle of Hunayn,https://en.wikipedia.org/wiki/Battle_of_Hunayn,630 AD,21.433,40.35
Battle of Akraba,https://en.wikipedia.org/wiki/Battle_of_Akraba,632 AD,24.1483,47.305
Battle of Zafar,https://en.wikipedia.org/wiki/Battle_of_Zafar,632 AD,14.21139,44.40333
Battle of Ullais,https://en.wikipedia.org/wiki/Battle_of_Ullais,633 AD,31.61777806,44.56972194
Battle of Ayn al-Tamr,https://en.wikipedia.org/wiki/Battle_of_Ayn_al-Tamr,633 AD,32.566111,43.490389
Battle of al-Qaryatayn,https://en.wikipedia.org/wiki/Battle_of_al-Qaryatayn,634 AD,34.2333,37.2333
Battle of Bosra,https://en.wikipedia.org/wiki/Battle_of_Bosra,634 AD,31.533,36.483
Battle of Ajnadayn,https://en.wikipedia.org/wiki/Battle_of_Ajnadayn,634 AD,31.683,34.95
Battle of Yaqusa,https://en.wikipedia.org/wiki/Battle_of_Yaqusa,634 AD,32.76015,35.731
Battle of Heavenfield,https://en.wikipedia.org/wiki/Battle_of_Heavenfield,634 AD,55.0203,-2.1005
Battle of Fahl,https://en.wikipedia.org/wiki/Battle_of_Fahl,635 AD,32.45,35.617
Siege of Emesa,https://en.wikipedia.org/wiki/Siege_of_Emesa,635-636 AD,34.723185,36.714462
Battle of Yarmouk,https://en.wikipedia.org/wiki/Battle_of_Yarmouk,636 AD,32.8141,35.9548
Siege of Latakia,https://en.wikipedia.org/wiki/Siege_of_Latakia_(Laodicea)_(636),636 AD,35.51667,35.78333
Battle of al-Qadisiyyah,https://en.wikipedia.org/wiki/Battle_of_al-Qadisiyyah,636 AD,31.583,44.5
Battle of Burs,https://en.wikipedia.org/wiki/Battle_of_Burs,636 AD,32.3934,44.3449
Siege of Jerusalem,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(636-637),636-637 AD,31.7833,35.2167
Battle of Jalula,https://en.wikipedia.org/wiki/Battle_of_Jalula,637 AD,34.2833,45.1667
Siege of Aleppo (637),https://en.wikipedia.org/wiki/Siege_of_Aleppo_(637),637 AD,36.198133,37.16328
Battle of the Iron Bridge,https://en.wikipedia.org/wiki/Battle_of_the_Iron_Bridge,637 AD,36.24833,36.35306
Battle of Heliopolis,https://en.wikipedia.org/wiki/Battle_of_Heliopolis,640 AD,30.12944389,31.28888889
Siege of Alexandria (641),https://en.wikipedia.org/wiki/Siege_of_Alexandria_(641),641 AD,31.2,29.9166694
Battle of Maserfield,https://en.wikipedia.org/wiki/Battle_of_Maserfield,642 AD,52.86,-3.054
Battle of Nikiou,https://en.wikipedia.org/wiki/Battle_of_Nikiou,646 AD,30.41222,30.85361
Battle of Sufetula,https://en.wikipedia.org/wiki/Battle_of_Sufetula_(647),647 AD,35.22972,9.12944
Battle of Dos Pilas,https://en.wikipedia.org/wiki/Dos_Pilas,648 AD,16.44583,-90.29583
Siege of Herat,https://en.wikipedia.org/wiki/Siege_of_Herat_(652),652 AD,34.37385,62.1791806
Battle of the Masts,https://en.wikipedia.org/wiki/Battle_of_the_Masts,654 AD,36.281898,30.260732
Battle of the Camel,https://en.wikipedia.org/wiki/Battle_of_the_Camel,656 AD,30.5,47.8167
Battle of Siffin,https://en.wikipedia.org/wiki/Battle_of_Siffin,658 AD,35.95,39.0167
Battle of Baekgang,https://en.wikipedia.org/wiki/Battle_of_Baekgang,663 AD,36.0,126.667
First Arab siege of Constantinople,https://en.wikipedia.org/wiki/Siege_of_Constantinople_(674%E2%80%93678),674 AD,41.0122,28.976
Siege of Thessalonica,https://en.wikipedia.org/wiki/Siege_of_Thessalonica_(676%E2%80%93678),678 AD,40.63333,22.95278
Battle of Karbala,https://en.wikipedia.org/wiki/Battle_of_Karbala,680 AD,32.617,44.033
Battle of Vescera,https://en.wikipedia.org/wiki/Battle_of_Vescera,682/683 AD,34.833,5.733
Siege of Mecca,https://en.wikipedia.org/wiki/Siege_of_Mecca_(683),683 AD,21.4167,39.8167
Battle of Marj Rahit,https://en.wikipedia.org/wiki/Battle_of_Marj_Rahit_(684),684 AD,33.58389,36.46167
Battle of Ayn al-Warda,https://en.wikipedia.org/wiki/Battle_of_Ayn_al-Warda,685 AD,36.84083,40.07917
Battle of Tertry,https://en.wikipedia.org/wiki/Battle_of_Tertry,687 AD,49.86306,3.96944
Battle of Maskin,https://en.wikipedia.org/wiki/Battle_of_Maskin,691 AD,33.82333,44.24
Siege of Mecca,https://en.wikipedia.org/wiki/Siege_of_Mecca_(692),692 AD,21.4167,39.8167
